,CN A,CN B,CN C,CN D,CN E,CN F,CN G,CN H,AC 1,AC 2,AC 3,AC 4,AC 5,AC 6,AC 7,AC 8
9:35,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-office,Meeting
9:40,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-office,Meeting
9:45,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-office,Meeting
9:50,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-office,Meeting
9:55,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-office,Meeting
10:00,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-office,Meeting
10:05,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-office,Meeting
10:10,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-office,Meeting
10:15,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out
10:20,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out
10:25,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out
Tuesday,,,,,,,,,,,,,,,,
6:00,,,,,,,,,,,,Exercise Coordinator,,Exercise Coordinator,,
6:05,,,,,,,,,,,,Exercise Coordinator,,Exercise Coordinator,,
6:10,,,,,,,,,,,,Exercise Coordinator,,Exercise Coordinator,,
6:15,,,,,,,,,,,,Exercise Coordinator,,Exercise Coordinator,,
6:20,,,,,,,,,,,,Exercise Coordinator,,Exercise Coordinator,,
6:25,,,,,,,,,,,,Exercise Coordinator,,Exercise Coordinator,,
6:30,,,,,,,,,,,,Exercise Coordinator,,Exercise Coordinator,,
6:35,,,,,,,,,,,,Exercise Coordinator,,Exercise Coordinator,,
6:40,,,,,,,,,,,,Exercise Coordinator,,Exercise Coordinator,,
6:45,,,,,,,,,,,,Exercise Coordinator,,Exercise Coordinator,,
6:50,,,,,,,,,,,,Exercise Coordinator,,Exercise Coordinator,,
6:55,,,,,,,,,,,,Exercise Coordinator,,Exercise Coordinator,,
7:00,,,,,,,,,,,,,,,,
7:05,,,,,,,,,,,,,,,,
7:10,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting
7:15,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting
7:20,,,,,,,,,Breakfast Support,Time-off,,Time-off,Breakfast Coordinator,Breakfast Support,Breakfast Support,Breakfast Support
7:25,,,,,,,,,Breakfast Support,Time-off,,Time-off,Breakfast Coordinator,Breakfast Support,Breakfast Support,Breakfast Support
7:30,,,,,,,,,Breakfast Support,Time-off,Site-Office,Time-off,Breakfast Coordinator,Breakfast Support,Breakfast Support,Breakfast Support
7:35,,,,,,,,,Breakfast Support,Time-off,Site-Office,Time-off,Breakfast Coordinator,Breakfast Support,Breakfast Support,Breakfast Support
7:40,,,,,,,,,Breakfast Support,Time-off,Site-Office,Time-off,Breakfast Coordinator,Breakfast Support,Breakfast Support,Breakfast Support
7:45,,,,,,,,,Breakfast Support,Time-off,Site-Office,Time-off,Breakfast Coordinator,Breakfast Support,Breakfast Support,Breakfast Support
7:50,,,,,,,,,Breakfast Support,Time-off,Site-Office,Time-off,Breakfast Coordinator,Breakfast Support,Breakfast Support,Breakfast Support
7:55,,,,,,,,,Breakfast Support,Time-off,Site-Office,Time-off,Breakfast Coordinator,Breakfast Support,Breakfast Support,Breakfast Support
8:00,,,,,,,,,Breakfast Support,Time-off,Site-Office,Time-off,Breakfast Coordinator,Breakfast Support,Breakfast Support,Breakfast Support
8:05,,,,,,,,,Breakfast Support,Time-off,Site-Office,Time-off,Breakfast Coordinator,Breakfast Support,Breakfast Support,Breakfast Support
8:10,,,,,,,,,Breakfast Support,Time-off,Site-Office,Time-off,Breakfast Coordinator,Breakfast Support,Breakfast Support,Breakfast Support
8:15,,,,,,,,,Breakfast Support,Time-off,Site-Office,Time-off,Breakfast Coordinator,Breakfast Support,Breakfast Support,Breakfast Support
8:20,,,,,,,,,Breakfast Support,Time-off,Site-Office,Time-off,Breakfast Coordinator,Breakfast Support,Breakfast Support,Breakfast Support
8:25,,,,,,,,,Breakfast Support,Time-off,Site-Office,Time-off,Breakfast Coordinator,Breakfast Support,Breakfast Support,Breakfast Support
8:30,,,,,,,,,,,Site-Office,,,,,
8:35,,,,,,,,,,,Site-Office,,,,,
8:40,,,,,,,,,,,Site-Office,,,,,
8:45,,,,,,,,,,,Site-Office,,,,,
8:50,,,,,,,,,,,Site-Office,,,,,
8:55,,,,,,,,,,,Site-Office,,,,,
9:00,Time-off,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Site-Office,Time-off,Time-off,Time-off,Time-off,Time-off
9:05,Time-off,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Site-Office,Time-off,Time-off,Time-off,Time-off,Time-off
9:10,Time-off,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Site-Office,Time-off,Time-off,Time-off,Time-off,Time-off
9:15,Time-off,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Site-Office,Time-off,Time-off,Time-off,Time-off,Time-off
9:20,Time-off,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Site-Office,Time-off,Time-off,Time-off,Time-off,Time-off
9:25,Time-off,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Site-Office,Time-off,Time-off,Time-off,Time-off,Time-off
9:30,Time-off,,Time-off,,,Time-off,,Time-off,Seating Support,Seating Support,Site-Office,Music Performance Coordinator (Singers),Seating Support,Seating Support,Seating Support,Seating Support
9:35,Time-off,,Time-off,,,Time-off,,Time-off,Seating Support,Seating Support,Site-Office,Music Performance Coordinator (Singers),Seating Support,Seating Support,Seating Support,Seating Support
9:40,Time-off,,Time-off,,,Time-off,,Time-off,Seating Support,Seating Support,Site-Office,Music Performance Coordinator (Singers),Seating Support,Seating Support,Seating Support,Seating Support
9:45,Time-off,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Site-Office,Music Performance Coordinator (Singers),,Hallway Supervision,,Time-off
9:50,Time-off,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Site-Office,Music Performance Coordinator (Singers),,Hallway Supervision,,Time-off
9:55,Time-off,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Site-Office,Music Performance Coordinator (Singers),,Hallway Supervision,,Time-off
10:00,Time-off,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Site-Office,Music Performance Coordinator (Singers),,Hallway Supervision,,Time-off
10:05,Time-off,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Site-Office,Music Performance Coordinator (Singers),,Hallway Supervision,,Time-off
10:10,Time-off,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Site-Office,Music Performance Coordinator (Singers),,Hallway Supervision,,Time-off
10:15,Time-off,,Time-off,,,Time-off,,Time-off,,,Site-Office,Music Performance Coordinator (Singers),Time-off,Hallway Supervision,Class Coordinator,Time-off
10:20,Time-off,,Time-off,,,Time-off,,Time-off,,,Site-Office,Music Performance Coordinator (Singers),Time-off,Hallway Supervision,Class Coordinator,Time-off
10:25,Time-off,,Time-off,,,Time-off,,Time-off,,,Site-Office,Music Performance Coordinator (Singers),Time-off,Hallway Supervision,Class Coordinator,Time-off
10:30,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,Class Support,Time-off,Class Support,Class Support,CN Coordination Meeting,CN Coordination Meeting,Site-Office / CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Class Coordinator,Time-off
10:35,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,Class Support,Time-off,Class Support,Class Support,CN Coordination Meeting,CN Coordination Meeting,Site-Office / CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Class Coordinator,Time-off
10:40,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,Class Support,Time-off,Class Support,Class Support,CN Coordination Meeting,CN Coordination Meeting,Site-Office / CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Class Coordinator,Time-off
10:45,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,Class Support,Time-off,Class Support,Class Support,CN Coordination Meeting,CN Coordination Meeting,Site-Office / CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Class Coordinator,Time-off
10:50,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,Class Support,Time-off,Class Support,Class Support,CN Coordination Meeting,CN Coordination Meeting,Site-Office / CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Class Coordinator,Time-off
10:55,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,Class Support,Time-off,Class Support,Class Support,CN Coordination Meeting,CN Coordination Meeting,Site-Office / CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Class Coordinator,Time-off
11:00,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,Class Support,Time-off,Class Support,Class Support,CN Coordination Meeting,CN Coordination Meeting,Site-Office / CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Class Coordinator,Time-off
11:05,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,Class Support,Time-off,Class Support,Class Support,CN Coordination Meeting,CN Coordination Meeting,Site-Office / CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Class Coordinator,Time-off
11:10,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,Class Support,Time-off,Class Support,Class Support,CN Coordination Meeting,CN Coordination Meeting,Site-Office / CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Class Coordinator,Time-off
11:15,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,Class Support,Time-off,Class Support,Class Support,CN Coordination Meeting,CN Coordination Meeting,Site-Office / CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Class Coordinator,
11:20,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,Class Support,Time-off,Class Support,Class Support,CN Coordination Meeting,CN Coordination Meeting,Site-Office / CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Class Coordinator,
11:25,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,CN Coordination Meeting,Class Support,Time-off,Class Support,Class Support,CN Coordination Meeting,CN Coordination Meeting,Site-Office / CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Class Coordinator,
11:30,Time-off,Time-off,Class Support,Class Support,Time-off,Class Support,CN Coordination Meeting,CN Coordination Meeting,Time-off,,Site-Office,Time-off,Time-off,Time-off,Class Coordinator / CN Coordination Meeting,CN Coordination Meeting
11:35,Time-off,Time-off,Class Support,Class Support,Time-off,Class Support,CN Coordination Meeting,CN Coordination Meeting,Time-off,,Site-Office,Time-off,Time-off,Time-off,Class Coordinator / CN Coordination Meeting,CN Coordination Meeting
11:40,Time-off,Time-off,Class Support,Class Support,Time-off,Class Support,CN Coordination Meeting,CN Coordination Meeting,Time-off,,Site-Office,Time-off,Time-off,Time-off,Class Coordinator / CN Coordination Meeting,CN Coordination Meeting
11:45,Time-off,Time-off,Class Support,Class Support,Time-off,Class Support,CN Coordination Meeting,CN Coordination Meeting,Time-off,,Site-Office,Time-off,Time-off,Time-off,Class Coordinator / CN Coordination Meeting,CN Coordination Meeting
11:50,Time-off,Time-off,Class Support,Class Support,Time-off,Class Support,CN Coordination Meeting,CN Coordination Meeting,Time-off,,Site-Office,Time-off,Time-off,Time-off,Class Coordinator / CN Coordination Meeting,CN Coordination Meeting
11:55,Time-off,Time-off,Class Support,Class Support,Time-off,Class Support,CN Coordination Meeting,CN Coordination Meeting,Time-off,,Site-Office,Time-off,Time-off,Time-off,Class Coordinator / CN Coordination Meeting,CN Coordination Meeting
12:00,Time-off,Time-off,Class Support,Class Support,Time-off,Class Support,CN Coordination Meeting,CN Coordination Meeting,Time-off,,Site-Office,Time-off,Time-off,Time-off,Class Coordinator / CN Coordination Meeting,CN Coordination Meeting
12:05,Time-off,Time-off,Class Support,Class Support,Time-off,Class Support,CN Coordination Meeting,CN Coordination Meeting,Time-off,,Site-Office,Time-off,Time-off,Time-off,Class Coordinator / CN Coordination Meeting,CN Coordination Meeting
12:10,Time-off,Time-off,Class Support,Class Support,Time-off,Class Support,CN Coordination Meeting,CN Coordination Meeting,Time-off,,Site-Office,Time-off,Time-off,Time-off,Class Coordinator / CN Coordination Meeting,CN Coordination Meeting
12:15,Time-off,Time-off,Class Support,Class Support,Time-off,Class Support,CN Coordination Meeting,CN Coordination Meeting,Musical Program Coordinator,Musical Program Coordinator,Site-Office,Time-off,,Lunch Coordinator,Class Coordinator / CN Coordination Meeting,CN Coordination Meeting
12:20,Time-off,Time-off,Class Support,Class Support,Time-off,Class Support,CN Coordination Meeting,CN Coordination Meeting,Musical Program Coordinator,Musical Program Coordinator,Site-Office,Time-off,,Lunch Coordinator,Class Coordinator / CN Coordination Meeting,CN Coordination Meeting
12:25,Time-off,Time-off,Class Support,Class Support,Time-off,Class Support,CN Coordination Meeting,CN Coordination Meeting,Musical Program Coordinator,Musical Program Coordinator,Site-Office,Time-off,,Lunch Coordinator,Class Coordinator / CN Coordination Meeting,CN Coordination Meeting
12:30,,Time-off,,Time-off,,,Time-off,Lunch Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,,Lunch Coordinator,Time-off,Site-Office
12:35,,Time-off,,Time-off,,,Time-off,Lunch Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,,Lunch Coordinator,Time-off,Site-Office
12:40,,Time-off,,Time-off,,,Time-off,Lunch Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,,Lunch Coordinator,Time-off,Site-Office
12:45,,Time-off,,Time-off,,,Time-off,Lunch Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,,Lunch Coordinator,Time-off,Site-Office
12:50,,Time-off,,Time-off,,,Time-off,Lunch Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,,Lunch Coordinator,Time-off,Site-Office
12:55,,Time-off,,Time-off,,,Time-off,Lunch Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,,Lunch Coordinator,Time-off,Site-Office
1:00,,Time-off,,Time-off,,,Time-off,Lunch Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,,Lunch Coordinator,Time-off,Site-Office
1:05,,Time-off,,Time-off,,,Time-off,Lunch Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,,Lunch Coordinator,Time-off,Site-Office
1:10,,Time-off,,Time-off,,,Time-off,Lunch Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,,Lunch Coordinator,Time-off,Site-Office
1:15,,Time-off,,Time-off,,,Time-off,Lunch Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,,Lunch Coordinator,Class Coordinator,Site-Office
1:20,,Time-off,,Time-off,,,Time-off,Lunch Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,,Lunch Coordinator,Class Coordinator,Site-Office
1:25,,Time-off,,Time-off,,,Time-off,Lunch Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,,Lunch Coordinator,Class Coordinator,Site-Office
1:30,Class Support,Class Support,Class Support,Time-off,CN Coordination Meeting,CN Coordination Meeting,Time-off,,Time-off,Time-off,Time-off,Time-off,CN Coordination Meeting,CN Coordination Meeting,Class Coordinator,Site-Office
1:35,Class Support,Class Support,Class Support,Time-off,CN Coordination Meeting,CN Coordination Meeting,Time-off,,Time-off,Time-off,Time-off,Time-off,CN Coordination Meeting,CN Coordination Meeting,Class Coordinator,Site-Office
1:40,Class Support,Class Support,Class Support,Time-off,CN Coordination Meeting,CN Coordination Meeting,Time-off,,Time-off,Time-off,Time-off,Time-off,CN Coordination Meeting,CN Coordination Meeting,Class Coordinator,Site-Office
1:45,Class Support,Class Support,Class Support,Time-off,CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Time-off,Time-off,Time-off,Time-off,CN Coordination Meeting,CN Coordination Meeting,Class Coordinator,Site-Office
1:50,Class Support,Class Support,Class Support,Time-off,CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Time-off,Time-off,Time-off,Time-off,CN Coordination Meeting,CN Coordination Meeting,Class Coordinator,Site-Office
1:55,Class Support,Class Support,Class Support,Time-off,CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Time-off,Time-off,Time-off,Time-off,CN Coordination Meeting,CN Coordination Meeting,Class Coordinator,Site-Office
2:00,Class Support,Class Support,Class Support,Time-off,CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Time-off,Time-off,Time-off,Time-off,CN Coordination Meeting,CN Coordination Meeting,Class Coordinator,Site-Office
2:05,Class Support,Class Support,Class Support,Time-off,CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Time-off,Time-off,Time-off,Time-off,CN Coordination Meeting,CN Coordination Meeting,Class Coordinator,Site-Office
2:10,Class Support,Class Support,Class Support,Time-off,CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Time-off,Time-off,Time-off,Time-off,CN Coordination Meeting,CN Coordination Meeting,Class Coordinator,Site-Office
2:15,Class Support,Class Support,Class Support,Time-off,CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Time-off,Time-off,Time-off,Time-off,CN Coordination Meeting,CN Coordination Meeting,Class Coordinator,Site-Office
2:20,Class Support,Class Support,Class Support,Time-off,CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Time-off,Time-off,Time-off,Time-off,CN Coordination Meeting,CN Coordination Meeting,Class Coordinator,Site-Office
2:25,Class Support,Class Support,Class Support,Time-off,CN Coordination Meeting,CN Coordination Meeting,Time-off,Time-off,Time-off,Time-off,Time-off,Time-off,CN Coordination Meeting,CN Coordination Meeting,Class Coordinator,Site-Office
2:30,Class Support,Class Support,Time-off,Time-off,Time-off,Time-off,Class Support,Time-off,Time-off,Time-off,Time-off,Time-off,,,Class Coordinator,Site-Office
2:35,Class Support,Class Support,Time-off,Time-off,Time-off,Time-off,Class Support,Time-off,Time-off,Time-off,Time-off,Time-off,,,Class Coordinator,Site-Office
2:40,Class Support,Class Support,Time-off,Time-off,Time-off,Time-off,Class Support,Time-off,Time-off,Time-off,Time-off,Time-off,,,Class Coordinator,Site-Office
2:45,Class Support,Class Support,Time-off,Time-off,Time-off,Time-off,Class Support,Time-off,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Class Coordinator,Site-Office
2:50,Class Support,Class Support,Time-off,Time-off,Time-off,Time-off,Class Support,Time-off,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Class Coordinator,Site-Office
2:55,Class Support,Class Support,Time-off,Time-off,Time-off,Time-off,Class Support,Time-off,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Class Coordinator,Site-Office
3:00,Class Support,Class Support,Time-off,Time-off,Time-off,Time-off,Class Support,Time-off,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Class Coordinator,Site-Office
3:05,Class Support,Class Support,Time-off,Time-off,Time-off,Time-off,Class Support,Time-off,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Class Coordinator,Site-Office
3:10,Class Support,Class Support,Time-off,Time-off,Time-off,Time-off,Class Support,Time-off,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Class Coordinator,Site-Office
3:15,Class Support,Class Support,Time-off,Time-off,Time-off,Time-off,Class Support,Time-off,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Class Coordinator,Site-Office
3:20,Class Support,Class Support,Time-off,Time-off,Time-off,Time-off,Class Support,Time-off,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Class Coordinator,Site-Office
3:25,Class Support,Class Support,Time-off,Time-off,Time-off,Time-off,Class Support,Time-off,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Class Coordinator,Site-Office
3:30,,Time-off,,Flex Time Support,,Flex Time Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Variety Show Coordinator,Variety Show Coordinator,Time-off,Site-Office
3:35,,Time-off,,Flex Time Support,,Flex Time Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Variety Show Coordinator,Variety Show Coordinator,Time-off,Site-Office
3:40,,Time-off,,Flex Time Support,,Flex Time Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Variety Show Coordinator,Variety Show Coordinator,Time-off,Site-Office
3:45,,Time-off,,Flex Time Support,,Flex Time Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Variety Show Coordinator,Variety Show Coordinator,Time-off,Site-Office
3:50,,Time-off,,Flex Time Support,,Flex Time Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Variety Show Coordinator,Variety Show Coordinator,Time-off,Site-Office
3:55,,Time-off,,Flex Time Support,,Flex Time Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Variety Show Coordinator,Variety Show Coordinator,Time-off,Site-Office
4:00,,Time-off,,Flex Time Support,,Flex Time Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Variety Show Coordinator,Variety Show Coordinator,Time-off,Site-Office
4:05,,Time-off,,Flex Time Support,,Flex Time Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Variety Show Coordinator,Variety Show Coordinator,Time-off,Site-Office
4:10,,Time-off,,Flex Time Support,,Flex Time Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Variety Show Coordinator,Variety Show Coordinator,Time-off,Site-Office
4:15,,Time-off,,Flex Time Support,,Flex Time Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Variety Show Coordinator,Variety Show Coordinator,Time-off,Site-Office
4:20,,Time-off,,Flex Time Support,,Flex Time Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Variety Show Coordinator,Variety Show Coordinator,Time-off,Site-Office
4:25,,Time-off,,Flex Time Support,,Flex Time Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Variety Show Coordinator,Variety Show Coordinator,Time-off,Site-Office
4:30,Dinner Support,,,Flex Time Support,,Flex Time Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Dinner Coordinator
